1,200 0.108661
2,200 0.094918
3,200 0.139689
4,200 0.808718
5,200 0.131430
6,200 0.065381
7,200 0.102530
8,200 0.799813
9,200 0.051449
10,200 0.046528
11,200 0.051639
12,200 0.056573
13,200 0.050573
14,200 0.129699
15,200 0.057300
16,200 1.009682
17,200 0.175507
18,200 1.411893
19,200 0.331505
20,200 0.158310
