1,200 0.062859
2,200 1.261841
3,200 0.083197
4,200 0.061899
5,200 0.082075
6,200 0.057636
7,200 1.350127
8,200 0.052872
9,200 0.056357
10,200 0.062960
11,200 0.145902
12,200 0.067140
13,200 0.173756
14,200 0.061208
15,200 0.053726
16,200 0.052326
17,200 0.063875
18,200 0.065687
19,200 0.058293
20,200 0.070994
