1,200 0.109401
2,200 0.060892
3,200 0.051935
4,200 0.052793
5,200 0.063285
6,200 0.053731
7,200 0.054510
8,200 0.055225
9,200 0.058492
10,200 0.065613
11,200 0.072188
12,200 0.048996
13,200 0.052163
14,200 0.063592
15,200 0.062400
16,200 0.050938
17,200 0.063160
18,200 0.057448
19,200 0.062783
20,200 0.071453
