1,200 0.133451
2,200 0.051567
3,200 0.091009
4,200 0.058719
5,200 0.160965
6,200 0.057895
7,200 0.069887
8,200 0.057256
9,200 0.070137
10,200 0.079870
11,200 0.060197
12,200 0.091255
13,200 0.129742
14,200 0.133586
15,200 0.122705
16,200 0.065972
17,200 0.055995
18,200 0.045711
19,200 0.049284
20,200 0.419640
