1,404 0.415198
2,404 0.379693
3,404 0.381829
4,404 0.047067
5,404 0.041034
6,404 0.044168
7,404 0.376426
8,404 0.364115
9,404 0.037586
10,404 0.034333
11,404 0.036286
12,404 0.039989
13,404 0.038045
14,404 0.046369
15,404 0.033894
16,404 0.035813
17,404 0.034906
18,404 0.043983
19,404 0.056744
20,404 0.054250
