1,200 0.134080
2,200 0.168611
3,200 0.345337
4,200 0.183656
5,200 0.082977
6,200 0.075829
7,200 0.360324
8,200 0.064695
9,200 0.303888
10,200 0.490321
11,200 0.212761
12,200 0.621301
13,200 0.154577
14,200 0.113673
15,200 0.072429
16,200 0.079476
17,200 0.168951
18,200 0.092270
19,200 0.127231
20,200 0.090047
