1,200 0.062176
2,200 0.044523
3,200 0.097838
4,200 0.052438
5,200 0.040864
6,200 0.047065
7,200 0.043179
8,200 0.039138
9,200 0.120476
10,200 0.050395
11,200 0.061026
12,200 0.065835
13,200 0.056138
14,200 0.134445
15,200 0.083455
16,200 0.088997
17,200 0.042578
18,200 0.048085
19,200 0.040883
20,200 0.104033
