1,200 0.043698
2,200 0.040027
3,200 0.047604
4,200 0.044222
5,200 0.050566
6,200 0.050052
7,200 0.048782
8,200 0.055486
9,200 0.042199
10,200 0.120134
11,200 0.041394
12,200 0.052861
13,200 0.036481
14,200 0.048796
15,200 0.048046
16,200 0.038705
17,200 0.046682
18,200 0.044223
19,200 0.043415
20,200 0.133293
