1,200 0.049369
2,200 0.042210
3,200 0.043319
4,200 0.046703
5,200 0.122838
6,200 0.047488
7,200 0.045409
8,200 0.050224
9,200 0.043912
10,200 0.040970
11,200 0.054498
12,200 0.141707
13,200 0.043150
14,200 0.037664
15,200 0.040951
16,200 0.045558
17,200 0.133616
18,200 0.044291
19,200 0.042308
20,200 0.045677
