1,404 0.049195
2,404 0.050856
3,404 0.031966
4,404 0.039955
5,404 0.052487
6,404 0.041121
7,404 0.029456
8,404 0.035753
9,404 0.036402
10,404 0.035314
11,404 0.031636
12,404 0.047146
13,404 0.030263
14,404 0.037841
15,404 0.040262
16,404 0.036789
17,404 0.086091
18,404 0.043588
19,404 0.039178
20,404 0.037699
