1,301 0.227709
2,301 0.045419
3,301 0.037407
4,301 0.062391
5,301 0.045748
6,301 0.063886
7,301 0.056662
8,301 0.079236
9,301 0.129352
10,301 0.080811
11,301 0.040574
12,301 0.040029
13,301 0.038585
14,301 0.035967
15,301 0.172741
16,301 0.094602
17,301 0.063967
18,301 0.057086
19,301 1.133718
20,301 0.126151
