1,301 0.033583
2,301 0.040804
3,301 0.040472
4,301 0.033641
5,301 0.039600
6,301 0.034647
7,301 0.029317
8,301 0.039395
9,301 0.031301
10,301 0.115013
11,301 0.030794
12,301 0.033418
13,301 0.041572
14,301 0.029960
15,301 0.030835
16,301 0.031751
17,301 0.031313
18,301 0.036957
19,301 0.032833
20,301 0.036666
