1,200 1.267433
2,200 0.928011
3,200 0.994539
4,200 0.338174
5,200 1.044210
6,200 0.132458
7,200 0.057708
8,200 0.876466
9,200 0.109618
10,200 0.165196
11,200 0.054025
12,200 1.201093
13,200 1.178644
14,200 1.434441
15,200 0.640666
16,200 0.110859
17,200 0.098656
18,200 0.209613
19,200 0.754010
20,200 0.131768
