1,200 0.106445
2,200 0.111111
3,200 0.068394
4,200 0.119094
5,200 0.068973
6,200 0.064981
7,200 0.085234
8,200 0.126801
9,200 0.055123
10,200 0.051111
11,200 0.067332
12,200 0.065582
13,200 0.144868
14,200 0.045186
15,200 0.057871
16,200 0.050918
17,200 0.045348
18,200 0.048473
19,200 0.135954
20,200 0.854207
