1,200 0.142662
2,200 0.073328
3,200 0.066675
4,200 0.038383
5,200 0.053192
6,200 0.050924
7,200 0.114220
8,200 0.058112
9,200 0.071020
10,200 0.052082
11,200 0.060788
12,200 0.135259
13,200 0.065109
14,200 0.057370
15,200 0.059457
16,200 0.054295
17,200 0.050594
18,200 0.171492
19,200 0.061252
20,200 0.051164
